0;1;2;3;4;5;6;7
"id";"nom";"code";"type";"niveauGravite";"geometry";"date_today";"date_today"
"496";"Bassin versant de l’Hérault aval de la confluence avec la Lergue jusqu’à l’embouchure";"76_34_0007";"AEP";"Alerte";"{"type":"MultiPolygon","coordinates":[[[[3.267411753,43.421131098],[3.267411753,43.421131098]]],[[[3.431703036,43.289910071],[3.431703036,43.289910071]]],[[[3.443025086,43.282523082],[3.443025086,43.282523082]]],[[[3.443114921,43.282434184],[3.443114921,43.282434184]]],[[[3.443207172,43.282223197],[3.443207172,43.282223197]]],[[[3.443289784,43.28259538],[3.443289784,43.28259538]]],[[[3.443866929,43.282551631],[3.443866929,43.282551631]]],[[[3.444021049,43.280499013],[3.444021049,43.280499013]]],[[[3.444355634,43.281897394],[3.444355634,43.281897394]]],[[[3.444355635,43.281897402],[3.444355635,43.281897402]]],[[[3.444451403,43.281620181],[3.444451403,43.281620181]]],[[[3.44626807,43.282723456],[3.44626807,43.282723456]]],[[[3.448657126,43.282279977],[3.448657126,43.282279977]]],[[[3.450402252,43.282337484],[3.450402252,43.282337484]]],[[[3.495531002,43.279361223],[3.495531002,43.279361223]]],[[[3.496228845,43.278757109],[3.496228845,43.278757109]]],[[[3.496352667,43.278838401],[3.496352667,43.278838401]]],[[[3.498351154,43.279146752],[3.498351154,43.279146752]]],[[[3.49975664,43.277942036],[3.49975664,43.277942036]]],[[[3.499589097,43.279210303],[3.499589097,43.279210303]]],[[[3.500654122,43.280118798],[3.500654122,43.280118798]]],[[[3.501409517,43.282543329],[3.501409517,43.282543329]]],[[[3.501862724,43.282694603],[3.501862724,43.282694603]]],[[[3.501855582,43.282253775],[3.501855582,43.282253775]]],[[[3.501844498,43.280599585],[3.501844498,43.280599585]]],[[[3.50301818,43.276809665],[3.50301818,43.276809665]]],[[[3.504513235,43.281369787],[3.504513235,43.281369787]]],[[[3.503405507,43.281560263],[3.503405507,43.281560263]]],[[[3.503725475,43.276323277],[3.503725475,43.276323277]]],[[[3.504178087,43.275096555],[3.504178087,43.275096555]]],[[[3.504435349,43.274997152],[3.504435349,43.274997152]]],[[[3.504607807,43.274930888],[3.504607807,43.274930888]]],[[[3.505941101,43.280198168],[3.505941101,43.280198168]]],[[[3.506225,43.273543929],[3.506225,43.273543929]]],[[[3.506267867,43.273518239],[3.506267867,43.273518239]]],[[[3.506941213,43.273229916],[3.506941213,43.273229916]]],[[[3.506761119,43.278796393],[3.506761119,43.278796393]]],[[[3.508274514,43.274907648],[3.508274514,43.274907648]]],[[[3.508833493,43.272818023],[3.508833493,43.272818023]]],[[[3.509139562,43.278065559],[3.509139562,43.278065559]]],[[[3.509515664,43.274228027],[3.509515664,43.274228027]]],[[[3.509529683,43.272059019],[3.509529683,43.272059019]]],[[[3.509803794,43.275451994],[3.509803794,43.275451994]]],[[[3.509820224,43.278600293],[3.509820224,43.278600293]]],[[[3.510760371,43.276456678],[3.510760371,43.276456678]]],[[[3.511108366,43.284607849],[3.511108366,43.284607849]]],[[[3.511250059,43.277254078],[3.511250059,43.277254078]]],[[[3.511339097,43.279104073],[3.511339097,43.279104073]]],[[[3.51149934,43.274284501],[3.51149934,43.274284501]]],[[[3.511639177,43.28087031],[3.511639177,43.28087031]]],[[[3.511961856,43.280047473],[3.511961856,43.280047473]]],[[[3.513418204,43.279329903],[3.513418204,43.279329903]]],[[[3.517082699,43.277259698],[3.517082699,43.277259698]]],[[[3.520643372,43.282084912],[3.520643372,43.282084912]]],[[[3.520612718,43.280734801],[3.520612718,43.280734801]]],[[[3.522641583,43.291713333],[3.522641583,43.291713333]]],[[[3.523151804,43.284151713],[3.523151804,43.284151713]]],[[[3.523373628,43.284307167],[3.523373628,43.284307167]]],[[[3.523794792,43.284583095],[3.523794792,43.284583095]]],[[[3.523895794,43.28472204],[3.523895794,43.28472204]]],[[[3.524306076,43.292741589],[3.524306076,43.292741589]]],[[[3.524948231,43.286981167],[3.524948231,43.286981167]]],[[[3.525697725,43.292608709],[3.525697725,43.292608709]]],[[[3.527160309,43.292287813],[3.527160309,43.292287813]]],[[[3.527026469,43.289635604],[3.527026469,43.289635604]]],[[[3.527119179,43.29169519],[3.527119179,43.29169519]]],[[[3.528754241,43.291189466],[3.528754241,43.291189466]]],[[[3.534085731,43.297278806],[3.534085731,43.297278806]]],[[[3.534208772,43.29744856],[3.534208772,43.29744856]]],[[[3.543075405,43.305645256],[3.543075405,43.305645256]]],[[[3.548341632,43.310076161],[3.548341632,43.310076161]]],[[[3.54860027,43.310587619],[3.54860027,43.310587619]]],[[[3.552065735,43.313556642],[3.552065735,43.313556642]]],[[[3.556547256,43.316704756],[3.556547256,43.316704756]]],[[[3.556901002,43.316847771],[3.556901002,43.316847771]]],[[[3.558568166,43.319047424],[3.558568166,43.319047424]]],[[[3.559954796,43.319972511],[3.559954796,43.319972511]]],[[[3.563939073,43.323712154],[3.563939073,43.323712154]]],[[[3.56620935,43.325903426],[3.56620935,43.325903426]]],[[[3.575353312,43.333786109],[3.575353312,43.333786109]]],[[[3.575670093,43.334068375],[3.575670093,43.334068375]]],[[[3.577813042,43.335950098],[3.577813042,43.335950098]]],[[[3.60345964,43.356114131],[3.60345964,43.356114131]]],[[[3.603577142,43.356199927],[3.603577142,43.356199927]]],[[[3.603661001,43.356267302],[3.603661001,43.356267302]]],[[[3.61613473,43.365421867],[3.61613473,43.365421867]]],[[[3.63029822,43.37513112],[3.63029822,43.37513112]]],[[[3.638793958,43.381091874],[3.638793958,43.381091874]]],[[[3.641835667,43.382868689],[3.641835667,43.382868689]]],[[[3.649078894,43.387052983],[3.649078894,43.387052983]]],[[[3.652384678,43.388781147],[3.652384678,43.388781147]]],[[[3.707425254,43.395185694],[3.707425254,43.395185694]]],[[[3.735768606,43.41559942],[3.735768606,43.41559942]]]]}";"21/05/2024";"21/05/2024"
"498";"Bassin versant de l’Aude aval – Berre et Rieu";"76_34_0013";"AEP";"Alerte renforcée";"{"type":"MultiPolygon","coordinates":[[[[3.245190714,43.216711098],[3.245190714,43.216711098]]],[[[2.889927638,43.361288108],[2.889927638,43.361288108]]]]}";"21/05/2024";"21/05/2024"
"500";"Bassin versant de l'Orb aval de la confluence avec le Jaur jusqu’à l’embouchure hors axe Orb soutenu";"76_34_0011";"AEP";"Alerte renforcée";"{"type":"MultiPolygon","coordinates":[[[[3.24563214,43.331227834],[3.24563214,43.331227834]]],[[[3.41246597,43.28802396],[3.41246597,43.28802396]]],[[[3.246247305,43.229436836],[3.246247305,43.229436836]]],[[[3.237720643,43.323191464],[3.237720643,43.323191464]]],[[[2.801449541,43.449466468],[2.801449541,43.449466468]]]]}";"21/05/2024";"21/05/2024"
"501";"Canal du Midi";"76_34_0018";"AEP";"Vigilance";"{"type":"MultiPolygon","coordinates":[[[[2.752056171,43.265765261],[2.752056171,43.265765261]]],[[[2.994456919,43.319301674],[2.994456919,43.319301674]]]]}";"21/05/2024";"21/05/2024"
"502";"Nappe des sables de l'Astien";"76_34_0014";"AEP";"Alerte renforcée";"{"type":"MultiPolygon","coordinates":[[[[3.213686792,43.232775421],[3.213686792,43.232775421]]],[[[3.214339868,43.232254753],[3.214339868,43.232254753]]],[[[3.226136306,43.220436482],[3.226136306,43.220436482]]],[[[3.227116472,43.221457616],[3.227116472,43.221457616]]],[[[3.227583435,43.221824522],[3.227583435,43.221824522]]],[[[3.291799133,43.244836427],[3.291799133,43.244836427]]],[[[3.235877002,43.215539215],[3.235877002,43.215539215]]],[[[3.241258432,43.213103018],[3.241258432,43.213103018]]],[[[3.240941475,43.213174758],[3.240941475,43.213174758]]],[[[3.242923207,43.215212347],[3.242923207,43.215212347]]],[[[3.246547377,43.217604811],[3.246547377,43.217604811]]],[[[3.248498301,43.218772118],[3.248498301,43.218772118]]],[[[3.248585432,43.218712943],[3.248585432,43.218712943]]],[[[3.251713788,43.220878787],[3.251713788,43.220878787]]],[[[3.253436368,43.222208189],[3.253436368,43.222208189]]],[[[3.2593733,43.226144719],[3.2593733,43.226144719]]],[[[3.267240096,43.231254242],[3.267240096,43.231254242]]],[[[3.27102297,43.233576702],[3.27102297,43.233576702]]],[[[3.27167333,43.233981763],[3.27167333,43.233981763]]],[[[3.27268468,43.234573242],[3.27268468,43.234573242]]],[[[3.275572534,43.236280632],[3.275572534,43.236280632]]],[[[3.275588923,43.236288903],[3.275588923,43.236288903]]],[[[3.277334709,43.237328192],[3.277334709,43.237328192]]],[[[3.27892892,43.238385706],[3.27892892,43.238385706]]],[[[3.324925339,43.260411802],[3.324925339,43.260411802]]],[[[3.326382433,43.261035776],[3.326382433,43.261035776]]],[[[3.328699941,43.262162258],[3.328699941,43.262162258]]],[[[3.388589478,43.284538454],[3.388589478,43.284538454]]],[[[3.389289581,43.284710463],[3.389289581,43.284710463]]],[[[3.390975589,43.285124443],[3.390975589,43.285124443]]],[[[3.393219009,43.28568355],[3.393219009,43.28568355]]],[[[3.397181815,43.286590824],[3.397181815,43.286590824]]],[[[3.398824985,43.286974787],[3.398824985,43.286974787]]],[[[3.400410423,43.287299535],[3.400410423,43.287299535]]],[[[3.400803548,43.287411103],[3.400803548,43.287411103]]],[[[3.405220567,43.28817886],[3.405220567,43.28817886]]],[[[3.407600831,43.287528765],[3.407600831,43.287528765]]],[[[3.407829509,43.28763087],[3.407829509,43.28763087]]],[[[3.408178087,43.288532294],[3.408178087,43.288532294]]],[[[3.411256615,43.28783696],[3.411256615,43.28783696]]],[[[3.500012696,43.277369625],[3.500012696,43.277369625]]],[[[3.500723903,43.280157696],[3.500723903,43.280157696]]],[[[3.501329806,43.263594802],[3.501329806,43.263594802]]],[[[3.510592505,43.279051829],[3.510592505,43.279051829]]],[[[3.523214476,43.292826041],[3.523214476,43.292826041]]]]}";"21/05/2024";"21/05/2024"
"506";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.305491,42.912818],[2.305491,42.912818]]]}";"21/05/2024";"21/05/2024"
"508";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.394711,43.30141],[2.394711,43.30141]]]}";"21/05/2024";"21/05/2024"
"509";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.223981,42.742399],[2.223981,42.742399]]]}";"21/05/2024";"21/05/2024"
"514";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.303144,43.122231],[2.303144,43.122231]]]}";"21/05/2024";"21/05/2024"
"515";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.466144,43.030859],[2.466144,43.030859]]]}";"21/05/2024";"21/05/2024"
"518";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.2522,43.023097],[2.2522,43.023097]]]}";"21/05/2024";"21/05/2024"
"521";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.029083,43.237716],[3.029083,43.237716]]]}";"21/05/2024";"21/05/2024"
"522";"Molasses miocènes du bassin de Castries";"76_34_0017";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[3.97922873,43.667374603],[3.97922873,43.667374603]]]}";"21/05/2024";"21/05/2024"
"523";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.270403,42.950727],[2.270403,42.950727]]]}";"21/05/2024";"21/05/2024"
"525";"Aude amont";"76_66_3";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[1.990871938,42.646588586],[1.990871938,42.646588586]]]}";"21/05/2024";"21/05/2024"
"526";"Sègre - Carol";"76_66_4";"AEP";"Alerte";"{"type":"Polygon","coordinates":[[[1.894531471,42.598562937],[1.894531471,42.598562937]]]}";"21/05/2024";"21/05/2024"
"527";"Têt amont";"76_66_6";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.467538933,42.678288493],[2.467538933,42.678288493]]]}";"21/05/2024";"21/05/2024"
"528";"Agly amont, Boulzane et Verdou";"76_66_1";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.553735808,42.75887728],[2.553735808,42.75887728]]]}";"21/05/2024";"21/05/2024"
"530";"Agly aval";"76_66_2";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.837922575,42.736079007],[2.837922575,42.736079007]]]}";"21/05/2024";"21/05/2024"
"531";"Tech - Albères";"76_66_5";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.644875443,42.532171615],[2.644875443,42.532171615]]]}";"21/05/2024";"21/05/2024"
"532";"Têt aval";"76_66_7";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.005767109,42.644896667],[3.005767109,42.644896667]]]}";"21/05/2024";"21/05/2024"
"533";"Nappes côte nord";"76_66_1";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.940022948,42.792525492],[2.940022948,42.792525492]]]}";"21/05/2024";"21/05/2024"
"535";"Nappes côte sud";"76_66_2";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.911839352,42.602191791],[2.911839352,42.602191791]]]}";"21/05/2024";"21/05/2024"
"537";"Nappes Agly-Salanque";"76_66_3";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.803016376,42.885539113],[2.803016376,42.885539113]]]}";"21/05/2024";"21/05/2024"
"539";"Nappes Aspres-Réart";"76_66_4";"AEP";"Crise";"{"type":"MultiPolygon","coordinates":[[[[2.738965378,42.521846597],[2.738965378,42.521846597]]],[[[2.815180856,42.548158753],[2.815180856,42.548158753]]]]}";"21/05/2024";"21/05/2024"
"543";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.044437,43.131865],[2.044437,43.131865]]]}";"21/05/2024";"21/05/2024"
"546";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.01229,43.280406],[3.01229,43.280406]]]}";"21/05/2024";"21/05/2024"
"548";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.616058,43.146191],[2.616058,43.146191]]]}";"21/05/2024";"21/05/2024"
"550";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.138114,43.08433],[2.138114,43.08433]]]}";"21/05/2024";"21/05/2024"
"552";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.637392,42.968523],[2.637392,42.968523]]]}";"21/05/2024";"21/05/2024"
"554";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.196176,42.923759],[2.196176,42.923759]]]}";"21/05/2024";"21/05/2024"
"556";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.666127,43.153794],[2.666127,43.153794]]]}";"21/05/2024";"21/05/2024"
"558";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.008042,42.811542],[2.008042,42.811542]]]}";"21/05/2024";"21/05/2024"
"560";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.977154,43.280532],[1.977154,43.280532]]]}";"21/05/2024";"21/05/2024"
"562";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.717651,43.165108],[2.717651,43.165108]]]}";"21/05/2024";"21/05/2024"
"564";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.08292,42.942871],[2.08292,42.942871]]]}";"21/05/2024";"21/05/2024"
"566";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.059196,43.156423],[2.059196,43.156423]]]}";"21/05/2024";"21/05/2024"
"568";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.048963,43.166769],[2.048963,43.166769]]]}";"21/05/2024";"21/05/2024"
"570";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.917362,42.884986],[2.917362,42.884986]]]}";"21/05/2024";"21/05/2024"
"572";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.265639,43.351602],[2.265639,43.351602]]]}";"21/05/2024";"21/05/2024"
"574";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.158636,43.085014],[2.158636,43.085014]]]}";"21/05/2024";"21/05/2024"
"576";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.103909,43.186224],[2.103909,43.186224]]]}";"21/05/2024";"21/05/2024"
"579";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.433352,43.35132],[2.433352,43.35132]]]}";"21/05/2024";"21/05/2024"
"581";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.132695,42.867465],[2.132695,42.867465]]]}";"21/05/2024";"21/05/2024"
"583";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.46581,42.890643],[2.46581,42.890643]]]}";"21/05/2024";"21/05/2024"
"586";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.350539,42.757384],[2.350539,42.757384]]]}";"21/05/2024";"21/05/2024"
"589";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.261227,42.87832],[2.261227,42.87832]]]}";"21/05/2024";"21/05/2024"
"591";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.910738,43.265282],[2.910738,43.265282]]]}";"21/05/2024";"21/05/2024"
"593";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.414933,43.084265],[2.414933,43.084265]]]}";"21/05/2024";"21/05/2024"
"595";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.086181,43.131347],[2.086181,43.131347]]]}";"21/05/2024";"21/05/2024"
"596";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.298028,42.898975],[2.298028,42.898975]]]}";"21/05/2024";"21/05/2024"
"598";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.995038,43.149209],[1.995038,43.149209]]]}";"21/05/2024";"21/05/2024"
"600";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.085101,43.056885],[3.085101,43.056885]]]}";"21/05/2024";"21/05/2024"
"602";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.839848,43.329734],[1.839848,43.329734]]]}";"21/05/2024";"21/05/2024"
"604";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.352694,43.358054],[2.352694,43.358054]]]}";"21/05/2024";"21/05/2024"
"606";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.751279,43.02226],[2.751279,43.02226]]]}";"21/05/2024";"21/05/2024"
"608";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.352206,43.122491],[2.352206,43.122491]]]}";"21/05/2024";"21/05/2024"
"610";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.037169,43.373614],[2.037169,43.373614]]]}";"21/05/2024";"21/05/2024"
"612";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.238699,43.43926],[2.238699,43.43926]]]}";"21/05/2024";"21/05/2024"
"614";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.990203,42.939884],[2.990203,42.939884]]]}";"21/05/2024";"21/05/2024"
"616";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.087872,42.811074],[2.087872,42.811074]]]}";"21/05/2024";"21/05/2024"
"618";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.648274,43.221095],[2.648274,43.221095]]]}";"21/05/2024";"21/05/2024"
"620";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.038601,43.310212],[2.038601,43.310212]]]}";"21/05/2024";"21/05/2024"
"624";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.192269,43.105202],[2.192269,43.105202]]]}";"21/05/2024";"21/05/2024"
"626";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.099681,43.173065],[2.099681,43.173065]]]}";"21/05/2024";"21/05/2024"
"628";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.527267,42.939216],[2.527267,42.939216]]]}";"21/05/2024";"21/05/2024"
"630";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.988297,43.21461],[1.988297,43.21461]]]}";"21/05/2024";"21/05/2024"
"632";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.266896,43.20805],[2.266896,43.20805]]]}";"21/05/2024";"21/05/2024"
"634";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.363376,43.126911],[2.363376,43.126911]]]}";"21/05/2024";"21/05/2024"
"636";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.565739,43.422731],[2.565739,43.422731]]]}";"21/05/2024";"21/05/2024"
"638";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.774104,43.158289],[2.774104,43.158289]]]}";"21/05/2024";"21/05/2024"
"640";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.385541,43.333372],[2.385541,43.333372]]]}";"21/05/2024";"21/05/2024"
"642";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.979924,43.08814],[1.979924,43.08814]]]}";"21/05/2024";"21/05/2024"
"644";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.274179,42.951271],[2.274179,42.951271]]]}";"21/05/2024";"21/05/2024"
"646";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.100029,43.068967],[2.100029,43.068967]]]}";"21/05/2024";"21/05/2024"
"649";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.326111,43.397097],[2.326111,43.397097]]]}";"21/05/2024";"21/05/2024"
"650";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.230242,43.015703],[2.230242,43.015703]]]}";"21/05/2024";"21/05/2024"
"652";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.185136,42.8218],[2.185136,42.8218]]]}";"21/05/2024";"21/05/2024"
"654";"Secteur Cesse et affluents rive gauche de l?Aude sur ce secteur";"76_11_0010";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.809316,43.304288],[2.809316,43.304288]]]}";"21/05/2024";"21/05/2024"
"657";"Secteur Cesse et affluents rive gauche de l?Aude sur ce secteur";"76_11_0010";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.772285,43.257735],[2.772285,43.257735]]]}";"21/05/2024";"21/05/2024"
"658";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.909959,43.238016],[2.909959,43.238016]]]}";"21/05/2024";"21/05/2024"
"660";"Secteur Cesse et affluents rive gauche de l?Aude sur ce secteur";"76_11_0010";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.910738,43.265282],[2.910738,43.265282]]]}";"21/05/2024";"21/05/2024"
"664";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.282069,43.441054],[2.282069,43.441054]]]}";"21/05/2024";"21/05/2024"
"667";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.462914,43.239841],[2.462914,43.239841]]]}";"21/05/2024";"21/05/2024"
"668";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.671121,43.06692],[2.671121,43.06692]]]}";"21/05/2024";"21/05/2024"
"670";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.382844,43.369741],[2.382844,43.369741]]]}";"21/05/2024";"21/05/2024"
"672";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.045003,42.773837],[2.045003,42.773837]]]}";"21/05/2024";"21/05/2024"
"674";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.411195,43.146144],[2.411195,43.146144]]]}";"21/05/2024";"21/05/2024"
"676";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.84007,43.321971],[1.84007,43.321971]]]}";"21/05/2024";"21/05/2024"
